"stock_exchange_type_desc","time","count","date","stock_exchange_type"
"沪市主板",1672588800000,2319,"2023-01-02",3
"深市主板",1672588800000,1168,"2023-01-02",4
"创业板",1672675200000,1060,"2023-01-03",2
"科创板",1672675200000,868,"2023-01-03",1
"沪市主板",1672675200000,2319,"2023-01-03",3
"深市主板",1672675200000,1168,"2023-01-03",4
"创业板",1672761600000,1060,"2023-01-04",2
"科创板",1672761600000,868,"2023-01-04",1
"沪市主板",1672761600000,2319,"2023-01-04",3
"深市主板",1672761600000,1168,"2023-01-04",4
"创业板",1672848000000,1060,"2023-01-05",2
"科创板",1672848000000,868,"2023-01-05",1
"沪市主板",1672848000000,2319,"2023-01-05",3
"深市主板",1672848000000,1168,"2023-01-05",4
"创业板",1672934400000,1060,"2023-01-06",2
"科创板",1672934400000,868,"2023-01-06",1
"沪市主板",1672934400000,2319,"2023-01-06",3
"深市主板",1672934400000,1168,"2023-01-06",4
"创业板",1673020800000,1060,"2023-01-07",2
"科创板",1673020800000,868,"2023-01-07",1
"沪市主板",1673020800000,2338,"2023-01-07",3
"深市主板",1673020800000,1183,"2023-01-07",4
"创业板",1673107200000,1060,"2023-01-08",2
"科创板",1673107200000,868,"2023-01-08",1
"沪市主板",1673107200000,2338,"2023-01-08",3
"深市主板",1673107200000,1183,"2023-01-08",4
"创业板",1673193600000,1060,"2023-01-09",2
"科创板",1673193600000,868,"2023-01-09",1
"沪市主板",1673193600000,2338,"2023-01-09",3
"深市主板",1673193600000,1183,"2023-01-09",4
"创业板",1673280000000,1060,"2023-01-10",2
"科创板",1673280000000,868,"2023-01-10",1
"沪市主板",1673280000000,2338,"2023-01-10",3
"深市主板",1673280000000,1184,"2023-01-10",4
"创业板",1673366400000,1060,"2023-01-11",2
"科创板",1673366400000,868,"2023-01-11",1
"沪市主板",1673366400000,2338,"2023-01-11",3
"深市主板",1673366400000,1184,"2023-01-11",4
"创业板",1673452800000,1060,"2023-01-12",2
"科创板",1673452800000,868,"2023-01-12",1
"沪市主板",1673452800000,2338,"2023-01-12",3
"深市主板",1673452800000,1184,"2023-01-12",4
"创业板",1673539200000,1060,"2023-01-13",2
"科创板",1673539200000,868,"2023-01-13",1
"沪市主板",1673539200000,2338,"2023-01-13",3
"深市主板",1673539200000,1184,"2023-01-13",4
"创业板",1673625600000,1060,"2023-01-14",2
"科创板",1673625600000,868,"2023-01-14",1
"沪市主板",1673625600000,2341,"2023-01-14",3
"深市主板",1673625600000,1188,"2023-01-14",4
"创业板",1673712000000,1060,"2023-01-15",2
"科创板",1673712000000,868,"2023-01-15",1
"沪市主板",1673712000000,2341,"2023-01-15",3
"深市主板",1673712000000,1188,"2023-01-15",4
"创业板",1673798400000,1060,"2023-01-16",2
"科创板",1673798400000,868,"2023-01-16",1
"沪市主板",1673798400000,2341,"2023-01-16",3
"深市主板",1673798400000,1188,"2023-01-16",4
"沪市主板",1674057600000,2361,"2023-01-19",3
"深市主板",1674057600000,1195,"2023-01-19",4
"创业板",1673884800000,1060,"2023-01-17",2
"科创板",1673884800000,868,"2023-01-17",1
"沪市主板",1673884800000,2361,"2023-01-17",3
"深市主板",1673884800000,1195,"2023-01-17",4
"创业板",1673971200000,1060,"2023-01-18",2
"科创板",1673971200000,868,"2023-01-18",1
"沪市主板",1673971200000,2361,"2023-01-18",3
"深市主板",1673971200000,1195,"2023-01-18",4
"创业板",1674057600000,1060,"2023-01-19",2
"科创板",1674057600000,868,"2023-01-19",1
"创业板",1674144000000,1060,"2023-01-20",2
"科创板",1674144000000,868,"2023-01-20",1
"沪市主板",1674144000000,2361,"2023-01-20",3
"深市主板",1674144000000,1195,"2023-01-20",4
"创业板",1674230400000,1060,"2023-01-21",2
"科创板",1674230400000,868,"2023-01-21",1
"沪市主板",1674230400000,2361,"2023-01-21",3
"深市主板",1674230400000,1195,"2023-01-21",4
"创业板",1674316800000,1060,"2023-01-22",2
"科创板",1674316800000,868,"2023-01-22",1
"沪市主板",1674316800000,2361,"2023-01-22",3
"深市主板",1674316800000,1195,"2023-01-22",4
"创业板",1674403200000,1060,"2023-01-23",2
"科创板",1674403200000,868,"2023-01-23",1
"沪市主板",1674403200000,2361,"2023-01-23",3
"深市主板",1674403200000,1195,"2023-01-23",4
"创业板",1674489600000,1060,"2023-01-24",2
"科创板",1674489600000,868,"2023-01-24",1
"沪市主板",1674489600000,2361,"2023-01-24",3
"深市主板",1674489600000,1195,"2023-01-24",4
"创业板",1674576000000,1060,"2023-01-25",2
"科创板",1674576000000,868,"2023-01-25",1
"沪市主板",1674576000000,2361,"2023-01-25",3
"深市主板",1674576000000,1195,"2023-01-25",4
"创业板",1674662400000,1060,"2023-01-26",2
"科创板",1674662400000,868,"2023-01-26",1
"沪市主板",1674662400000,2361,"2023-01-26",3
"深市主板",1674662400000,1195,"2023-01-26",4
"创业板",1674748800000,1060,"2023-01-27",2
"科创板",1674748800000,868,"2023-01-27",1
"沪市主板",1674748800000,2361,"2023-01-27",3
"深市主板",1674748800000,1195,"2023-01-27",4
"创业板",1674835200000,1060,"2023-01-28",2
"科创板",1674835200000,868,"2023-01-28",1
"沪市主板",1674835200000,2361,"2023-01-28",3
"深市主板",1674835200000,1195,"2023-01-28",4
"创业板",1674921600000,1060,"2023-01-29",2
"科创板",1674921600000,868,"2023-01-29",1
"沪市主板",1674921600000,2365,"2023-01-29",3
"深市主板",1674921600000,1204,"2023-01-29",4
"创业板",1675008000000,1060,"2023-01-30",2
"科创板",1675008000000,868,"2023-01-30",1
"沪市主板",1675008000000,2365,"2023-01-30",3
"深市主板",1675008000000,1204,"2023-01-30",4
"创业板",1675094400000,1060,"2023-01-31",2
"科创板",1675094400000,868,"2023-01-31",1
"沪市主板",1675094400000,2365,"2023-01-31",3
"深市主板",1675094400000,1204,"2023-01-31",4
"创业板",1675180800000,1061,"2023-02-01",2
"科创板",1675180800000,868,"2023-02-01",1
"沪市主板",1675180800000,2365,"2023-02-01",3
"深市主板",1675180800000,1204,"2023-02-01",4
"创业板",1675267200000,1061,"2023-02-02",2
"科创板",1675267200000,868,"2023-02-02",1
"沪市主板",1675267200000,2365,"2023-02-02",3
"深市主板",1675267200000,1204,"2023-02-02",4
"创业板",1675353600000,1061,"2023-02-03",2
"科创板",1675353600000,868,"2023-02-03",1
"沪市主板",1675353600000,2365,"2023-02-03",3
"深市主板",1675353600000,1204,"2023-02-03",4
"创业板",1675612800000,1061,"2023-02-06",2
"科创板",1675612800000,869,"2023-02-06",1
"沪市主板",1675612800000,2365,"2023-02-06",3
"深市主板",1675612800000,1204,"2023-02-06",4
"创业板",1675699200000,1061,"2023-02-07",2
"科创板",1675699200000,869,"2023-02-07",1
"沪市主板",1675699200000,2365,"2023-02-07",3
"深市主板",1675699200000,1204,"2023-02-07",4
"创业板",1675785600000,1061,"2023-02-08",2
"科创板",1675785600000,869,"2023-02-08",1
"创业板",1675872000000,1061,"2023-02-09",2
"科创板",1675872000000,869,"2023-02-09",1
"沪市主板",1675872000000,2376,"2023-02-09",3
"深市主板",1675872000000,1210,"2023-02-09",4
"创业板",1675958400000,1061,"2023-02-10",2
"科创板",1675958400000,869,"2023-02-10",1
"沪市主板",1675958400000,2376,"2023-02-10",3
"深市主板",1675958400000,1210,"2023-02-10",4
"创业板",1676044800000,1061,"2023-02-11",2
"科创板",1676044800000,869,"2023-02-11",1
"沪市主板",1676044800000,2380,"2023-02-11",3
"深市主板",1676044800000,1214,"2023-02-11",4
"创业板",1676131200000,1061,"2023-02-12",2
"科创板",1676131200000,869,"2023-02-12",1
"沪市主板",1676131200000,2380,"2023-02-12",3
"深市主板",1676131200000,1214,"2023-02-12",4
"创业板",1676217600000,1061,"2023-02-13",2
"科创板",1676217600000,869,"2023-02-13",1
"沪市主板",1676217600000,2380,"2023-02-13",3
"深市主板",1676217600000,1214,"2023-02-13",4
"创业板",1676304000000,1061,"2023-02-14",2
"科创板",1676304000000,869,"2023-02-14",1
"沪市主板",1676304000000,2380,"2023-02-14",3
"深市主板",1676304000000,1214,"2023-02-14",4
"创业板",1676390400000,1061,"2023-02-15",2
"科创板",1676390400000,869,"2023-02-15",1
"沪市主板",1676390400000,2380,"2023-02-15",3
"深市主板",1676390400000,1214,"2023-02-15",4
"沪市主板",1679068800000,3241,"2023-03-18",3
"深市主板",1679068800000,1850,"2023-03-18",4
"创业板",1676476800000,1062,"2023-02-16",2
"科创板",1676476800000,869,"2023-02-16",1
"沪市主板",1676476800000,2380,"2023-02-16",3
"深市主板",1676476800000,1214,"2023-02-16",4
"创业板",1676563200000,1062,"2023-02-17",2
"科创板",1676563200000,869,"2023-02-17",1
"沪市主板",1676563200000,2380,"2023-02-17",3
"深市主板",1676563200000,1214,"2023-02-17",4
"创业板",1676649600000,1063,"2023-02-18",2
"科创板",1676649600000,869,"2023-02-18",1
"沪市主板",1676649600000,2386,"2023-02-18",3
"深市主板",1676649600000,1215,"2023-02-18",4
"创业板",1676736000000,1063,"2023-02-19",2
"科创板",1676736000000,869,"2023-02-19",1
"沪市主板",1676736000000,2386,"2023-02-19",3
"深市主板",1676736000000,1215,"2023-02-19",4
"创业板",1676822400000,1063,"2023-02-20",2
"科创板",1676822400000,869,"2023-02-20",1
"沪市主板",1676822400000,2386,"2023-02-20",3
"深市主板",1676822400000,1215,"2023-02-20",4
"创业板",1676908800000,1072,"2023-02-21",2
"科创板",1676908800000,869,"2023-02-21",1
"沪市主板",1676908800000,2386,"2023-02-21",3
"深市主板",1676908800000,1215,"2023-02-21",4
"创业板",1677168000000,1080,"2023-02-24",2
"科创板",1677168000000,869,"2023-02-24",1
"沪市主板",1677168000000,2386,"2023-02-24",3
"深市主板",1677168000000,1300,"2023-02-24",4
"创业板",1678464000000,1169,"2023-03-11",2
"科创板",1678464000000,871,"2023-03-11",1
"沪市主板",1678464000000,2386,"2023-03-11",3
"深市主板",1678464000000,1795,"2023-03-11",4
"创业板",1678723200000,1169,"2023-03-14",2
"科创板",1678723200000,872,"2023-03-14",1
"沪市主板",1678723200000,2386,"2023-03-14",3
"深市主板",1678723200000,1799,"2023-03-14",4
"创业板",1679155200000,1169,"2023-03-19",2
"科创板",1679155200000,872,"2023-03-19",1
"沪市主板",1679155200000,3241,"2023-03-19",3
"深市主板",1679155200000,1855,"2023-03-19",4
"创业板",1679241600000,1169,"2023-03-20",2
"科创板",1679241600000,872,"2023-03-20",1
"沪市主板",1679241600000,3241,"2023-03-20",3
"深市主板",1679241600000,1865,"2023-03-20",4
"创业板",1679328000000,1169,"2023-03-21",2
"创业板",1678809600000,1169,"2023-03-15",2
"科创板",1678809600000,872,"2023-03-15",1
"沪市主板",1678809600000,3241,"2023-03-15",3
"深市主板",1678809600000,1846,"2023-03-15",4
"创业板",1678896000000,1169,"2023-03-16",2
"科创板",1678896000000,872,"2023-03-16",1
"沪市主板",1678896000000,3241,"2023-03-16",3
"深市主板",1678896000000,1846,"2023-03-16",4
"创业板",1678982400000,1169,"2023-03-17",2
"科创板",1678982400000,872,"2023-03-17",1
"沪市主板",1678982400000,3241,"2023-03-17",3
"深市主板",1678982400000,1846,"2023-03-17",4
"创业板",1679068800000,1169,"2023-03-18",2
"科创板",1679068800000,872,"2023-03-18",1
"科创板",1679328000000,872,"2023-03-21",1
"沪市主板",1679328000000,3241,"2023-03-21",3
"深市主板",1679328000000,1935,"2023-03-21",4
"创业板",1679414400000,1169,"2023-03-22",2
"科创板",1679414400000,872,"2023-03-22",1
"沪市主板",1679414400000,3241,"2023-03-22",3
"深市主板",1679414400000,1977,"2023-03-22",4
"创业板",1679500800000,1169,"2023-03-23",2
"科创板",1679500800000,872,"2023-03-23",1
"沪市主板",1679500800000,3246,"2023-03-23",3
"深市主板",1679500800000,2004,"2023-03-23",4
"创业板",1679587200000,1170,"2023-03-24",2
"科创板",1679587200000,872,"2023-03-24",1
"沪市主板",1679587200000,3246,"2023-03-24",3
"深市主板",1679587200000,2024,"2023-03-24",4
"创业板",1679673600000,1170,"2023-03-25",2
"科创板",1679673600000,872,"2023-03-25",1
"沪市主板",1679673600000,3246,"2023-03-25",3
"深市主板",1679673600000,2041,"2023-03-25",4
"创业板",1679846400000,1170,"2023-03-27",2
"科创板",1679846400000,872,"2023-03-27",1
"沪市主板",1679846400000,3246,"2023-03-27",3
"深市主板",1679846400000,2056,"2023-03-27",4
"创业板",1679932800000,1170,"2023-03-28",2
"科创板",1679932800000,874,"2023-03-28",1
"沪市主板",1679932800000,3246,"2023-03-28",3
"深市主板",1679932800000,2080,"2023-03-28",4
"创业板",1680019200000,1170,"2023-03-29",2
"科创板",1680019200000,874,"2023-03-29",1
"沪市主板",1680019200000,3246,"2023-03-29",3
"深市主板",1680019200000,2099,"2023-03-29",4
"创业板",1680105600000,1171,"2023-03-30",2
"科创板",1680105600000,874,"2023-03-30",1
"沪市主板",1680105600000,3246,"2023-03-30",3
"深市主板",1680105600000,2134,"2023-03-30",4
"创业板",1680192000000,1171,"2023-03-31",2
"科创板",1680192000000,876,"2023-03-31",1
"沪市主板",1680192000000,3251,"2023-03-31",3
"深市主板",1680192000000,2181,"2023-03-31",4
"创业板",1680278400000,1171,"2023-04-01",2
"科创板",1680278400000,876,"2023-04-01",1
"沪市主板",1680278400000,3251,"2023-04-01",3
"深市主板",1680278400000,2218,"2023-04-01",4
"创业板",1680364800000,1171,"2023-04-02",2
"科创板",1680364800000,876,"2023-04-02",1
"沪市主板",1680364800000,3251,"2023-04-02",3
"深市主板",1680364800000,2218,"2023-04-02",4
"创业板",1680451200000,1171,"2023-04-03",2
"科创板",1680451200000,877,"2023-04-03",1
"沪市主板",1680451200000,3256,"2023-04-03",3
"深市主板",1680451200000,2218,"2023-04-03",4
"创业板",1680537600000,1171,"2023-04-04",2
"科创板",1680537600000,877,"2023-04-04",1
"沪市主板",1680537600000,3256,"2023-04-04",3
"深市主板",1680537600000,2218,"2023-04-04",4
"创业板",1680624000000,1172,"2023-04-05",2
"科创板",1680624000000,877,"2023-04-05",1
"沪市主板",1680624000000,3261,"2023-04-05",3
"深市主板",1680624000000,2218,"2023-04-05",4
"创业板",1680710400000,1172,"2023-04-06",2
"科创板",1680710400000,877,"2023-04-06",1
"沪市主板",1680710400000,3261,"2023-04-06",3
"深市主板",1680710400000,2218,"2023-04-06",4
"创业板",1680796800000,1172,"2023-04-07",2
"科创板",1680796800000,877,"2023-04-07",1
"沪市主板",1680796800000,3261,"2023-04-07",3
"深市主板",1680796800000,2218,"2023-04-07",4
"创业板",1680883200000,1172,"2023-04-08",2
"科创板",1680883200000,877,"2023-04-08",1
"沪市主板",1680883200000,3261,"2023-04-08",3
"深市主板",1680883200000,2218,"2023-04-08",4
"创业板",1680969600000,1172,"2023-04-09",2
"科创板",1680969600000,877,"2023-04-09",1
"沪市主板",1680969600000,3261,"2023-04-09",3
"深市主板",1680969600000,2218,"2023-04-09",4
"创业板",1681056000000,1172,"2023-04-10",2
"科创板",1681056000000,877,"2023-04-10",1
"沪市主板",1681056000000,3261,"2023-04-10",3
"深市主板",1681056000000,2218,"2023-04-10",4
"创业板",1681142400000,1172,"2023-04-11",2
"科创板",1681142400000,877,"2023-04-11",1
"沪市主板",1681142400000,3261,"2023-04-11",3
"深市主板",1681142400000,2218,"2023-04-11",4
"创业板",1681228800000,1172,"2023-04-12",2
"科创板",1681228800000,877,"2023-04-12",1
"沪市主板",1681228800000,3261,"2023-04-12",3
"深市主板",1681228800000,2219,"2023-04-12",4
"创业板",1681315200000,1172,"2023-04-13",2
"科创板",1681315200000,877,"2023-04-13",1
"沪市主板",1681315200000,3261,"2023-04-13",3
"深市主板",1681315200000,2228,"2023-04-13",4
"创业板",1681401600000,1173,"2023-04-14",2
"科创板",1681401600000,877,"2023-04-14",1
"沪市主板",1681401600000,3261,"2023-04-14",3
"深市主板",1681401600000,2241,"2023-04-14",4
"创业板",1681488000000,1173,"2023-04-15",2
"科创板",1681488000000,877,"2023-04-15",1
"沪市主板",1681488000000,3261,"2023-04-15",3
"深市主板",1681488000000,2242,"2023-04-15",4
"创业板",1681574400000,1173,"2023-04-16",2
"科创板",1681574400000,877,"2023-04-16",1
"沪市主板",1681574400000,3261,"2023-04-16",3
"深市主板",1681574400000,2242,"2023-04-16",4
"创业板",1681660800000,1173,"2023-04-17",2
"科创板",1681660800000,877,"2023-04-17",1
"沪市主板",1681660800000,3261,"2023-04-17",3
"深市主板",1681660800000,2242,"2023-04-17",4
"创业板",1681747200000,1173,"2023-04-18",2
"科创板",1681747200000,877,"2023-04-18",1
"沪市主板",1681747200000,3261,"2023-04-18",3
"深市主板",1681747200000,2244,"2023-04-18",4
"创业板",1681833600000,1173,"2023-04-19",2
"科创板",1681833600000,877,"2023-04-19",1
"沪市主板",1681833600000,3261,"2023-04-19",3
"深市主板",1681833600000,2253,"2023-04-19",4
"创业板",1681920000000,1174,"2023-04-20",2
"科创板",1681920000000,877,"2023-04-20",1
"沪市主板",1681920000000,3261,"2023-04-20",3
"深市主板",1681920000000,2254,"2023-04-20",4
"创业板",1682006400000,1174,"2023-04-21",2
"科创板",1682006400000,879,"2023-04-21",1
"沪市主板",1682006400000,3261,"2023-04-21",3
"深市主板",1682006400000,2258,"2023-04-21",4
"创业板",1682179200000,1174,"2023-04-23",2
"科创板",1682179200000,879,"2023-04-23",1
"沪市主板",1682179200000,3266,"2023-04-23",3
"深市主板",1682179200000,2271,"2023-04-23",4
"创业板",1682265600000,1174,"2023-04-24",2
"科创板",1682265600000,879,"2023-04-24",1
"沪市主板",1682265600000,3266,"2023-04-24",3
"深市主板",1682265600000,2271,"2023-04-24",4
"创业板",1682352000000,1174,"2023-04-25",2
"科创板",1682352000000,879,"2023-04-25",1
"沪市主板",1682352000000,3269,"2023-04-25",3
"深市主板",1682352000000,2276,"2023-04-25",4
"创业板",1682438400000,1174,"2023-04-26",2
"科创板",1682438400000,879,"2023-04-26",1
"沪市主板",1682438400000,3269,"2023-04-26",3
"深市主板",1682438400000,2282,"2023-04-26",4
"创业板",1682524800000,1174,"2023-04-27",2
"科创板",1682524800000,879,"2023-04-27",1
"沪市主板",1682524800000,3276,"2023-04-27",3
"深市主板",1682524800000,2285,"2023-04-27",4
"创业板",1682611200000,1175,"2023-04-28",2
"科创板",1682611200000,879,"2023-04-28",1
"沪市主板",1682611200000,3279,"2023-04-28",3
"深市主板",1682611200000,2287,"2023-04-28",4
"创业板",1682697600000,1175,"2023-04-29",2
"科创板",1682697600000,879,"2023-04-29",1
"沪市主板",1682697600000,3279,"2023-04-29",3
"深市主板",1682697600000,2291,"2023-04-29",4
"创业板",1682784000000,1175,"2023-04-30",2
"科创板",1682784000000,879,"2023-04-30",1
"沪市主板",1682784000000,3279,"2023-04-30",3
"深市主板",1682784000000,2291,"2023-04-30",4
"创业板",1682870400000,1175,"2023-05-01",2
"科创板",1682870400000,879,"2023-05-01",1
"沪市主板",1682870400000,3279,"2023-05-01",3
"深市主板",1682870400000,2291,"2023-05-01",4
"创业板",1682956800000,1175,"2023-05-02",2
"科创板",1682956800000,879,"2023-05-02",1
"沪市主板",1682956800000,3279,"2023-05-02",3
"深市主板",1682956800000,2291,"2023-05-02",4
"创业板",1683043200000,1175,"2023-05-03",2
"科创板",1683043200000,879,"2023-05-03",1
"沪市主板",1683043200000,3279,"2023-05-03",3
"深市主板",1683043200000,2291,"2023-05-03",4
